"cca","cawt","hyd","msp5_bryo","biofr","miniacina_miniacea_.r.","cyanob","biofv","bi","miniacina_sp_.j.","disporella_novaehollandiae","msp3_sp","sp","msp15_sp","msp12_sp","sowt","tubulipora_sp.","msp20_sp","msp1_ascs","crisia_elongata","msp14_bryo","msp4_ascc","msp9_sp","miniacina_sp_.a.","rdup","msp15_ascc","msp11_ascc","form","msp8_ascc","msp1_ascc","watersipora_subtorquata"
13.637,13.637,18.182,22.727,13.637,0,0,4.545,0,9.09,0,0,4.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,10.417,0,39.583,0,8.333,0,0,4.167,4.167,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.905,14.286,4.762,50,2.381,0,0,0,0,9.524,2.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.71,22.58,0,6.451,9.677,3.226,0,0,0,3.226,0,0,0,0,0,3.226,0,0,0,0,6.451,0,0,3.226,0,3.226,0,0,0,0,0
18.519,18.519,0,14.814,0,3.704,0,0,3.704,11.111,3.704,0,3.704,0,0,0,0,0,0,0,7.407,0,0,0,0,0,0,0,0,0,0
35.714,2.381,0,0,2.381,7.142,0,4.762,2.381,2.381,2.381,0,0,0,0,0,0,4.762,0,0,0,0,0,0,0,0,0,0,0,0,0
16.279,2.326,0,2.326,2.326,2.326,0,6.976,0,34.883,0,2.326,0,0,11.628,0,0,0,0,0,0,0,0,2.326,0,0,0,0,0,0,0
25,18.75,0,3.125,9.375,6.249,0,3.125,9.375,6.249,3.125,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,0
7.499,7.499,0,17.5,5,5,0,7.499,2.5,2.5,2.5,17.5,2.5,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0
14.286,0,0,0,0,0,0,0,0,2.041,0,69.387,0,0,0,0,0,0,0,0,0,0,0,0,2.041,0,0,0,0,0,0
11.111,0,0,0,0,4.444,0,0,0,6.667,0,55.557,0,0,0,0,2.222,0,0,0,0,0,0,0,0,0,4.444,0,0,0,0
29.032,29.032,3.226,22.581,0,0,0,0,0,0,3.226,0,3.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.677,0
9.677,25.806,0,48.387,3.226,0,0,3.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.226
10.639,2.127,0,10.639,0,4.256,0,0,0,0,0,40.425,0,0,2.127,0,0,6.383,0,0,0,2.127,0,0,0,0,0,0,0,0,0
4.167,0,0,25,0,0,0,0,0,4.167,0,25,2.083,0,0,0,0,0,0,0,0,20.833,0,0,0,0,0,0,0,0,0
50,31.819,13.636,0,0,0,0,0,0,0,0,4.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,4,7.999,20,0,12,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7.999,4,0,0,0
17.5,0,0,17.5,0,5,0,0,0,0,2.5,7.499,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0
4.445,0,0,62.221,0,11.111,0,0,4.445,13.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.222,0,0,0,0,0,0
13.636,22.727,4.546,18.181,9.09,0,0,0,0,0,0,0,0,0,0,0,4.546,4.546,4.546,0,0,0,0,0,0,13.636,0,0,0,0,0
18.75,6.25,0,40.624,0,0,0,0,6.25,0,0,0,3.125,0,0,0,0,0,6.25,0,6.25,0,0,0,0,0,0,0,3.125,0,0
4.348,6.521,0,52.175,0,6.521,4.348,0,0,2.174,2.174,0,0,0,0,2.174,15.218,0,0,0,0,0,0,0,0,0,0,0,0,0,2.174
20.001,31.999,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,8,8,0,0,0,0,0,0,12,0,0,0,4,0
15.151,24.242,0,18.181,0,9.09,3.031,0,0,3.031,0,0,0,0,0,3.031,3.031,6.062,3.031,0,0,0,9.09,0,0,0,0,0,0,0,0
7.144,10.714,7.144,32.143,3.571,0,0,3.571,0,3.571,0,0,0,21.429,0,0,0,0,0,0,0,3.571,3.571,0,0,0,3.571,0,0,0,0
6,0,0,90,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,10,0,76,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.221,16.666,13.889,25,0,0,0,0,2.778,0,0,2.778,0,0,0,0,0,0,2.778,0,0,0,0,0,0,13.889,0,0,0,0,0
12.501,3.125,0,40.626,3.125,3.125,0,0,3.125,9.375,0,0,0,0,0,0,3.125,0,0,0,0,0,0,0,0,9.375,9.375,0,3.125,0,0
22.222,4.445,0,64.444,0,0,0,2.222,0,0,0,2.222,0,0,2.222,0,2.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.333,4.167,0,37.499,0,4.167,2.084,2.084,2.084,0,0,4.167,0,0,0,0,0,0,0,0,4.167,0,0,0,0,0,0,0,0,0,0
22.223,44.445,7.407,7.407,0,3.704,0,3.704,0,0,0,0,0,0,0,0,0,3.704,0,0,0,0,0,0,0,0,0,0,0,7.407,0
13.333,20,20,13.333,0,13.333,3.333,0,0,3.333,0,0,0,0,0,3.333,0,0,0,0,0,0,0,0,0,0,3.333,0,6.667,0,0
13.333,6.667,0,31.111,0,6.667,6.667,2.222,2.222,0,0,2.222,0,0,0,0,0,4.444,0,0,0,0,0,0,0,0,0,0,0,20,0
17.499,5,7.5,14.999,2.5,12.5,0,2.5,0,17.499,0,2.5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
10.713,39.282,3.572,7.142,0,0,0,0,3.572,0,0,0,3.572,0,0,3.572,0,3.572,3.572,0,0,0,0,0,0,21.428,0,0,0,0,0
5,14.999,5,25,0,14.999,0,5,0,0,0,0,5,0,0,0,0,0,5,5,0,5,0,0,0,0,0,0,0,0,0
10,7.5,0,0,0,10,2.5,0,2.5,5,0,7.5,2.5,0,7.5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,35.001,2.5
5.263,5.263,0,13.158,2.631,21.053,0,2.631,0,28.947,2.631,0,0,0,0,0,0,0,0,0,0,5.263,0,5.263,0,0,0,0,0,0,0
17.646,35.294,2.942,0,0,2.942,11.764,5.882,0,0,0,0,2.942,0,0,11.764,0,0,0,0,0,0,0,0,0,0,0,0,0,8.824,0
12.903,6.451,6.451,6.451,3.226,3.226,6.451,3.226,0,3.226,0,0,0,0,0,0,0,0,0,3.226,0,0,0,0,0,0,9.677,0,0,0,0
24.242,6.06,0,0,3.031,12.122,6.06,0,12.122,6.06,0,3.031,0,15.151,0,0,0,3.031,0,0,0,0,0,0,0,0,0,0,0,3.031,6.06
7.5,5,7.5,5,2.501,7.5,5,7.5,0,5,2.501,2.501,0,17.5,0,0,2.501,0,9.999,0,0,0,0,0,0,0,0,0,0,0,0
30.769,30.769,7.692,0,0,0,11.538,0,0,0,0,0,0,0,0,0,0,3.846,0,0,0,0,0,0,0,0,0,0,0,15.385,0
25,6.25,12.5,9.375,3.125,0,0,0,15.625,3.125,0,0,0,0,0,3.125,0,0,12.5,0,0,0,0,3.125,0,0,3.125,0,0,0,0
22.581,16.128,6.452,19.355,0,6.452,0,0,0,12.903,0,6.452,0,0,3.226,0,0,0,0,0,0,0,0,0,0,0,0,0,6.452,0,0
10.811,5.406,10.811,16.217,0,2.702,0,0,0,10.811,2.702,0,0,2.702,0,2.702,0,0,0,0,0,0,0,2.702,0,0,0,0,21.623,0,0
20.834,45.834,12.499,0,0,0,0,0,0,0,0,0,4.166,0,8.334,0,0,0,0,0,0,0,0,0,0,0,0,4.166,0,0,0
16,12,12,0,4,0,7.999,7.999,20.002,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.634,0,2.439,0,0,0,4.878,0,2.439,2.439,2.439,14.634,0,12.195,0,0,0,0,0,0,0,0,21.951,0,0,0,0,0,0,21.951,0
19.999,0,2.857,2.857,8.572,11.429,14.286,0,0,8.572,0,2.857,0,19.999,0,0,0,0,0,0,2.857,0,0,2.857,0,0,0,2.857,0,0,0
29.412,26.471,2.941,0,0,0,2.941,2.941,11.764,0,0,0,8.823,0,0,2.941,0,0,5.882,0,0,0,2.941,0,0,0,0,0,0,0,0
6.896,13.793,17.242,10.345,0,0,0,6.896,6.896,0,3.448,0,3.448,3.448,0,0,0,0,0,0,0,3.448,0,0,3.448,0,0,0,0,0,0
26.19,2.381,2.381,2.381,0,2.381,2.381,0,0,0,4.762,0,0,0,0,0,2.381,0,0,0,0,0,45.238,7.143,0,0,0,0,0,2.381,0
13.333,6.667,0,15.556,4.444,17.778,0,0,0,17.778,8.889,2.222,0,0,4.444,0,0,0,0,0,2.222,0,0,0,0,0,0,2.222,0,0,0
31.248,24.999,6.251,3.125,6.251,3.125,0,0,3.125,0,0,0,6.251,0,0,3.125,0,0,0,0,0,0,0,0,0,9.375,0,0,0,0,0
19.232,7.693,11.539,3.846,3.846,0,0,0,3.846,0,3.846,0,0,3.846,0,3.846,3.846,0,0,0,0,3.846,0,0,0,0,0,0,3.846,0,0
29.73,5.406,0,8.107,2.702,2.702,2.702,2.702,5.406,0,0,0,0,32.433,0,2.702,0,0,0,0,0,0,0,5.406,0,0,0,0,0,0,0
28.948,2.631,0,2.631,2.631,5.264,0,2.631,7.895,23.685,5.264,5.264,0,2.631,0,0,0,0,0,0,0,0,0,2.631,0,0,0,0,0,0,0
16.667,33.333,10,3.334,0,0,0,3.334,0,3.334,0,0,0,0,3.334,10,0,0,0,0,0,0,3.334,0,0,10,0,0,0,0,0
8.823,0,11.764,5.882,5.882,2.941,0,0,8.823,5.882,0,0,0,0,5.882,14.707,0,0,0,0,0,2.941,5.882,0,0,0,0,0,0,0,0
31.707,21.951,7.317,2.439,0,7.317,4.878,2.439,2.439,2.439,0,0,0,0,2.439,0,0,4.878,0,0,2.439,0,0,2.439,0,2.439,0,0,0,2.439,0
13.636,6.818,2.273,11.364,9.091,4.545,4.545,0,2.273,0,6.818,0,6.818,0,0,0,0,0,0,0,2.273,0,15.909,2.273,0,0,0,0,0,0,0
29.167,37.499,0,4.167,0,4.167,0,0,8.333,0,0,0,4.167,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.666,8.334,8.334,20.834,4.166,0,8.334,0,0,4.166,0,4.166,4.166,0,0,0,4.166,0,0,12.5,4.166,0,0,0,0,0,0,0,0,0,0
0,10.87,2.174,60.87,0,8.696,8.696,0,0,0,0,2.174,2.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.174,0
4.444,0,0,84.444,0,0,2.223,0,0,4.444,0,0,0,0,0,0,0,0,2.223,0,0,0,0,2.223,0,0,0,0,0,0,0
26.923,26.923,7.692,7.692,0,0,0,0,0,0,0,0,0,0,0,11.538,0,0,3.846,3.846,0,0,3.846,0,0,0,0,0,0,7.692,0
9.677,19.355,12.904,12.904,0,0,0,0,0,3.226,3.226,0,3.226,29.033,0,0,0,0,3.226,0,0,3.226,0,0,0,0,0,0,0,0,0
13.953,16.279,0,32.557,0,2.326,2.326,0,2.326,2.326,0,0,2.326,0,0,0,0,0,0,0,0,0,0,4.651,2.326,0,0,0,0,0,0
2.083,0,0,89.583,0,0,0,0,4.167,4.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,45.714,0,0,0,0,5.714,0,0,2.857,0,0,2.857,0,5.714,0,0,2.857,0,0,0,0,0,0,2.857,0,0,0,0,2.857,0
15.151,15.151,18.182,3.031,6.06,3.031,9.091,0,3.031,0,0,0,0,0,0,0,0,0,6.06,0,0,15.151,0,0,3.031,0,0,0,0,0,0
23.914,2.174,0,26.087,4.348,0,4.348,2.174,2.174,2.174,6.522,0,4.348,0,2.174,0,2.174,2.174,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,70,0,4,0,2,4,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.529,23.529,0,14.706,2.941,0,0,2.941,8.824,2.941,0,0,0,0,0,2.941,0,0,0,0,5.882,0,0,0,0,0,0,8.824,0,0,0
24.14,10.344,10.344,6.897,0,0,0,0,0,3.448,0,0,0,3.448,0,0,0,0,0,0,0,6.897,0,0,0,0,0,3.448,0,0,0
16.279,16.279,2.325,23.256,2.325,2.325,2.325,0,0,11.628,4.652,4.652,0,0,0,2.325,2.325,0,0,0,0,0,0,0,2.325,0,0,0,0,0,0
6.382,12.766,0,25.532,0,2.128,4.256,2.128,0,4.256,0,0,0,25.532,0,0,0,0,4.256,0,0,0,0,0,0,0,0,0,0,0,0
15,54.999,15,0,0,0,5.001,0,0,0,0,5.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.714,8.571,11.429,17.143,2.857,2.857,0,0,0,0,0,0,0,0,0,0,0,2.857,0,0,0,0,0,0,0,0,14.286,2.857,0,0,0
14.286,0,2.857,45.715,0,17.143,2.857,0,0,0,0,0,0,0,2.857,0,0,2.857,0,0,0,0,0,0,0,0,0,0,0,11.428,0
15.556,6.667,8.889,35.556,6.667,2.223,0,4.444,0,6.667,0,0,0,0,0,0,4.444,0,0,4.444,2.223,0,0,0,0,0,0,0,0,0,0
27.586,34.483,3.448,0,3.448,0,3.448,0,0,3.448,0,0,0,0,0,0,0,0,0,3.448,0,0,3.448,0,0,0,0,0,0,17.241,0
32.259,6.451,6.451,12.903,9.677,0,3.226,6.451,0,3.226,0,0,0,0,0,0,3.226,0,0,0,0,0,6.451,0,0,0,0,0,0,0,0
30.554,11.11,0,19.444,0,5.556,0,0,2.778,5.556,0,2.778,2.778,0,5.556,0,2.778,0,0,0,5.556,0,0,5.556,0,0,0,0,0,0,0
0,8.696,4.348,50.001,2.174,6.521,0,0,0,2.174,4.348,2.174,0,0,0,0,4.348,4.348,0,0,8.696,0,0,0,0,0,0,0,0,0,2.174
32.352,20.588,5.882,0,2.941,0,2.941,2.941,11.765,0,0,0,0,5.882,0,0,0,0,2.941,0,0,0,0,0,0,0,0,5.882,0,2.941,0
16.129,3.226,3.226,12.902,3.226,3.226,0,12.902,3.226,0,0,3.226,0,16.129,0,3.226,0,0,0,0,0,9.677,0,0,0,0,0,0,0,0,0
28.125,6.25,0,34.375,0,9.375,0,3.125,0,0,0,0,0,0,3.125,0,0,0,0,3.125,0,0,0,3.125,0,0,0,0,0,0,0
40,2.222,4.445,4.445,4.445,6.667,2.222,2.222,2.222,15.555,0,2.222,0,0,0,0,2.222,0,0,0,0,0,0,4.445,0,0,0,0,0,0,0
37.499,21.875,15.625,0,0,3.125,0,3.125,3.125,0,3.125,0,0,0,0,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0,9.375,0
21.212,12.12,3.031,24.243,0,0,0,0,0,0,3.031,0,0,0,0,0,3.031,3.031,0,0,0,0,0,0,0,0,0,3.031,0,0,0
32.353,8.823,5.883,17.647,0,0,0,0,0,5.883,2.941,5.883,2.941,0,0,0,0,0,0,0,0,0,2.941,5.883,0,5.883,0,0,0,0,0
24.39,2.439,2.439,29.267,2.439,9.756,0,0,0,4.878,2.439,0,2.439,0,4.878,0,0,0,0,0,0,0,2.439,0,0,0,0,2.439,0,0,0
