"cca","cawt","hyd","msp5_bryo","biofr","miniacina_miniacea_.r.","cyanob","biofv","bi","miniacina_sp_.j.","disporella_novaehollandiae","msp3_sp","sp","msp15_sp","msp12_sp","sowt","tubulipora_sp.","msp20_sp","msp1_ascs","crisia_elongata","msp14_bryo","msp4_ascc","msp9_sp","miniacina_sp_.a.","rdup","msp15_ascc","msp11_ascc","form","msp8_ascc","msp1_ascc","watersipora_subtorquata"
17.392,0,4.348,17.392,8.695,2.174,0,2.174,0,0,0,0,0,41.305,2.174,0,0,0,0,2.174,0,0,0,0,0,0,0,0,0,0,0
21.431,7.143,10.714,3.571,3.571,3.571,3.571,3.571,0,0,0,0,0,0,0,25.003,3.571,0,0,0,0,0,0,0,0,0,0,0,3.571,0,0
10.714,17.858,21.429,0,7.143,0,10.714,0,3.571,0,0,0,7.143,14.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.782,26.087,8.697,0,0,0,4.348,0,13.043,0,0,0,0,0,0,4.348,0,0,8.697,0,0,0,0,0,0,0,0,0,0,0,0
19.512,7.317,0,31.707,7.317,0,4.878,0,0,7.317,0,0,0,12.195,0,0,0,0,0,4.878,2.439,0,0,0,0,0,0,0,0,0,0
20,16,0,16,7.999,4,0,0,11.999,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
23.077,10.256,2.564,7.692,2.564,2.564,5.128,0,0,0,0,7.692,0,10.256,0,0,2.564,0,0,5.128,0,0,0,0,0,0,0,0,0,0,0
31.58,10.526,2.631,21.054,2.631,0,7.894,2.631,0,2.631,5.264,0,2.631,2.631,0,0,0,0,0,0,0,0,0,0,5.264,0,0,0,0,0,2.631
26.47,49.999,2.942,0,5.882,0,8.824,0,0,0,2.942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.345,13.794,3.448,10.345,17.242,0,0,0,10.345,0,0,0,0,10.345,0,0,0,0,0,0,0,10.345,10.345,0,0,0,0,0,0,0,0
29.032,22.581,9.677,0,3.226,0,9.677,0,6.451,0,0,0,3.226,0,3.226,3.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.226
20.001,7.499,5,30,7.499,0,2.5,0,2.5,0,9.999,0,2.5,5,0,0,0,0,0,0,2.5,5,0,0,0,0,0,0,0,0,0
29.413,35.295,11.764,0,17.646,5.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.111,11.111,25.927,3.704,11.111,7.407,0,7.407,3.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.111,0,0
3.703,25.927,7.407,0,18.518,11.112,3.703,11.112,11.112,7.407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.858,8.572,2.857,8.572,8.572,14.286,2.857,0,8.572,5.715,0,0,0,0,0,0,2.857,0,0,0,5.715,0,0,2.857,0,0,0,0,0,0,0
9.091,77.275,0,0,0,0,4.545,0,0,0,0,0,0,0,4.545,0,0,0,0,4.545,0,0,0,0,0,0,0,0,0,0,0
20.834,8.333,0,12.499,8.333,0,4.167,8.333,4.167,0,0,0,0,0,4.167,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0
38.461,12.82,5.129,10.256,0,0,23.076,2.564,2.564,0,0,2.564,0,0,0,0,0,2.564,0,0,0,0,0,0,0,0,0,0,0,0,0
34.146,4.878,7.317,19.512,2.439,4.878,0,2.439,0,4.878,0,0,0,9.757,0,0,0,0,0,0,4.878,0,0,0,0,0,2.439,0,0,0,0
29.032,48.388,3.226,0,0,0,6.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.034,19.356,12.903,3.225,0,0,3.225,0,0,0,0,0,0,3.225,0,0,0,0,6.452,0,0,6.452,0,0,3.225,0,0,0,9.677,0,0
24.999,2.778,0,24.999,2.778,0,19.444,0,5.556,0,0,2.778,2.778,0,2.778,0,0,0,0,0,0,0,0,2.778,0,0,0,0,0,0,2.778
21.951,0,4.878,31.707,4.878,9.756,7.317,7.317,2.439,2.439,2.439,0,0,0,0,0,0,0,0,0,2.439,0,0,2.439,0,0,0,0,0,0,0
36.666,40,6.666,0,3.334,0,10.001,3.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.258,25.807,12.903,3.226,0,3.226,0,6.451,0,0,0,0,3.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.303,15.151,0,6.06,3.031,15.151,6.06,0,3.031,0,0,3.031,3.031,0,3.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.636,11.364,6.818,31.818,2.272,4.546,4.546,0,0,18.182,0,0,0,0,0,0,0,0,0,0,0,0,0,2.272,0,0,0,0,0,0,0
11.111,66.666,0,0,0,5.556,5.556,0,0,0,0,0,0,0,0,11.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.59,11.765,2.941,20.59,5.882,2.941,11.765,0,2.941,0,0,0,0,0,0,0,0,0,0,0,2.941,0,0,0,0,0,0,0,0,0,0
37.037,11.11,0,3.704,0,7.409,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.704,0,0,0,0,0,0,7.409
28.89,2.222,15.556,0,11.111,6.666,6.666,0,6.666,4.445,0,0,0,0,0,0,0,0,0,0,6.666,0,0,2.222,0,0,0,2.222,0,0,0
18.75,43.749,6.25,0,6.25,0,12.502,0,0,0,0,0,6.25,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0
37.933,6.897,6.897,0,17.243,6.897,3.448,0,3.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.407,29.628,7.407,3.704,3.704,11.111,18.519,0,3.704,0,0,0,0,0,0,0,0,7.407,0,0,0,0,0,0,0,0,0,0,0,0,0
28.947,7.895,15.789,5.264,13.157,5.264,5.264,0,0,0,0,0,0,0,0,0,0,2.631,0,0,2.631,0,0,0,0,0,0,0,0,0,5.264
7.999,51.999,4,0,0,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
10.715,14.285,0,7.142,10.715,0,10.715,7.142,3.572,0,0,0,0,0,0,0,3.572,0,0,0,0,0,14.285,0,0,0,3.572,0,0,0,0
16.667,9.523,7.142,7.142,0,4.762,19.048,2.381,11.905,0,0,4.762,0,11.905,0,0,0,0,0,2.381,0,0,0,2.381,0,0,0,0,0,0,0
37.777,2.222,2.222,11.111,2.222,4.445,8.888,2.222,0,4.445,2.222,0,0,15.555,0,0,2.222,0,0,0,2.222,2.222,0,0,0,0,0,0,0,0,0
7.999,36,12,0,0,0,12,4,12,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3.333,3.333,13.334,6.667,0,3.333,3.333,6.667,3.333,3.333,0,0,0,6.667,0,0,0,0,0,0,3.333,0,0,0,0,0,3.333,0,0,0
25.001,0,0,6.818,0,11.364,9.091,6.818,4.546,0,0,0,0,0,0,0,0,0,0,0,0,0,22.728,0,0,0,0,0,0,0,0
29.546,6.818,4.545,31.818,0,4.545,2.273,2.273,0,4.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.363,0,0,0,0
38.095,47.619,0,0,0,0,0,0,0,0,0,4.762,0,0,0,4.762,0,0,0,0,0,0,0,0,0,0,0,4.762,0,0,0
25,9.375,28.125,9.375,0,6.25,0,3.125,6.25,0,0,0,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0
46.875,28.125,0,0,6.25,0,9.375,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,0,0,0
35.896,7.692,17.949,10.256,2.564,5.129,2.564,0,0,0,2.564,0,0,0,0,2.564,0,0,0,0,2.564,0,0,0,0,0,0,0,2.564,0,2.564
44.444,27.778,0,0,0,0,0,0,0,0,0,0,5.556,0,0,22.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.286,28.571,14.286,3.571,3.571,10.714,0,3.571,7.143,0,0,0,0,0,0,3.571,0,0,0,0,0,7.143,0,0,0,0,0,0,3.571,0,0
11.538,46.154,0,7.692,0,0,7.692,3.846,0,0,0,3.846,0,0,0,3.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.953,9.302,6.977,13.953,4.652,16.279,0,0,0,0,4.652,2.325,0,11.628,4.652,0,0,0,0,0,4.652,0,0,0,0,0,0,0,0,0,0
29.167,58.333,4.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.833,29.167,12.499,4.167,20.833,4.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.167,0,0,0,0,0,0,4.167,0,0
28,8.001,3.999,12,3.999,0,3.999,0,16,0,0,0,3.999,0,8.001,8.001,0,0,0,0,0,0,3.999,0,0,0,0,0,0,0,0
18.182,21.212,24.243,15.151,6.061,12.121,0,0,0,0,0,0,0,0,0,0,0,3.031,0,0,0,0,0,0,0,0,0,0,0,0,0
45,40,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
34.999,10,10,10,10,0,0,10,0,0,4.999,0,4.999,0,0,0,4.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49.996,0,6.251,6.251,0,0,0,0,0,0,0,0,0,6.251,6.251,0,0,0,0,0,0,0,0,0,0,6.251,0,0,0,0,6.251
18.421,2.631,28.948,5.264,10.526,2.631,0,2.631,0,2.631,0,0,7.894,2.631,0,5.264,0,0,0,0,0,0,0,0,0,0,0,2.631,0,0,0
13.636,45.454,0,0,0,0,27.273,9.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.545,0,0,0,0,0,0
15.385,11.538,3.846,0,34.616,0,15.385,11.538,0,0,0,0,0,0,0,0,0,0,0,0,0,3.846,0,0,0,0,0,3.846,0,0,0
14.634,14.634,0,24.39,0,17.073,9.756,0,12.195,0,2.439,0,0,0,0,0,0,0,0,2.439,0,0,0,0,0,0,0,0,0,0,0
17.022,8.51,4.256,19.149,8.51,4.256,8.51,4.256,0,0,2.127,0,2.127,0,0,0,0,2.127,0,0,10.639,0,0,0,0,0,0,0,0,0,0
21.739,43.477,0,0,4.348,0,21.739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.819,0,4.545,9.091,9.091,0,4.545,0,9.091,0,0,0,13.636,0,0,0,4.545,0,0,0,0,0,0,0,0,0,9.091,0,0,0,0
11.764,11.764,0,8.823,0,11.764,11.764,0,17.647,2.941,0,0,14.706,0,0,0,2.941,2.941,0,0,0,0,0,0,0,0,0,0,0,0,0
13.158,2.632,13.158,21.053,0,5.263,7.895,5.263,2.632,0,0,0,0,0,0,0,5.263,0,0,0,5.263,0,0,2.632,0,0,5.263,0,0,0,2.632
20.834,45.833,0,0,0,0,16.665,4.167,4.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.529,5.882,0,14.706,8.824,0,8.824,2.941,11.765,0,0,0,0,0,0,0,0,0,2.941,0,0,2.941,8.824,0,0,0,0,0,0,0,0
14.286,5.714,0,11.429,0,5.714,31.428,0,11.429,0,11.429,2.857,5.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.818,15.909,2.273,43.181,4.546,4.546,9.091,9.091,0,2.273,2.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.667,33.334,0,0,3.333,0,10,6.666,0,0,0,0,0,3.333,3.333,3.333,3.333,0,3.333,0,0,0,0,0,0,0,0,0,0,0,0
42.858,4.762,0,0,0,0,0,9.525,4.762,0,4.762,0,4.762,4.762,0,0,0,0,0,0,0,4.762,0,0,0,0,4.762,4.762,0,0,0
19.512,12.194,4.878,24.389,0,4.878,9.755,0,7.316,0,4.878,2.44,2.44,0,2.44,0,0,0,0,0,0,0,0,2.44,0,2.44,0,0,0,0,0
21.276,2.128,2.128,23.403,0,8.51,0,4.256,0,0,4.256,0,0,21.276,0,0,0,0,4.256,0,0,0,0,0,0,0,8.51,0,0,0,0
54.166,20.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.167,0,0,8.334,0,0,0
57.577,9.091,0,0,6.06,0,9.091,6.06,3.03,0,0,0,6.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.666,11.111,0,8.333,0,2.778,0,2.778,0,0,0,0,5.556,0,2.778,0,0,0,0,5.556,2.778,0,0,0,2.778,0,0,0,0,0,0
26.087,8.695,0,26.087,0,19.565,0,0,2.174,4.348,6.522,0,0,2.174,0,0,0,0,0,0,0,2.174,0,0,0,0,0,0,0,0,0
44.737,23.684,5.263,0,0,0,0,0,2.632,0,0,0,0,0,0,0,0,5.263,0,0,0,0,0,0,5.263,0,0,7.895,0,0,0
53.844,7.692,0,3.847,11.538,0,3.847,3.847,0,0,0,0,3.847,3.847,0,0,0,3.847,0,0,0,3.847,0,0,0,0,0,0,0,0,0
38.89,30.556,0,2.777,0,5.556,2.777,0,2.777,0,0,0,0,2.777,0,0,0,0,0,0,5.556,0,0,0,0,0,0,0,0,0,2.777
19.513,17.073,0,2.439,7.317,7.317,0,2.439,0,0,2.439,2.439,4.879,19.513,0,0,2.439,0,0,0,0,0,0,0,2.439,0,0,0,0,0,0
11.538,57.692,0,0,0,0,3.846,3.846,0,0,0,0,7.692,0,0,0,0,3.846,0,0,0,0,0,0,0,0,0,0,0,3.846,0
29.999,5,0,0,10.001,0,0,5,5,0,10.001,0,5,0,0,0,0,0,0,5,0,0,0,0,10.001,0,0,0,0,0,0
48.781,9.756,0,7.316,0,9.756,0,2.439,2.439,0,4.878,2.439,0,0,0,0,0,2.439,0,0,2.439,0,0,2.439,4.878,0,0,0,0,0,0
26.666,20,0,13.333,6.667,15.556,0,2.223,0,2.223,6.667,0,0,0,0,0,2.223,0,0,0,0,0,0,0,0,0,0,0,0,0,4.444
33.333,33.333,4.167,0,0,0,8.333,4.167,4.167,0,0,0,4.167,0,0,0,0,0,0,0,0,0,0,0,4.167,0,0,0,0,4.167,0
23.333,13.333,0,0,0,3.333,20.001,3.333,0,0,0,0,0,0,0,3.333,0,0,0,0,0,3.333,16.667,0,3.333,0,0,3.333,0,0,0
20.931,0,2.325,2.325,0,2.325,6.977,0,0,2.325,2.325,0,2.325,0,4.652,0,2.325,0,0,0,0,0,13.954,0,0,11.628,0,0,0,0,0
18.749,31.249,0,8.333,4.167,2.084,4.167,6.249,0,2.084,2.084,2.084,2.084,0,0,0,2.084,0,0,0,0,0,0,0,0,0,10.416,0,0,0,4.167
20,56.667,6.667,0,0,0,0,0,0,0,0,0,0,0,0,3.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.711,6.451,6.451,3.226,9.677,0,0,6.451,3.226,0,3.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.451,0,0,0,0
30.952,16.666,2.381,2.381,0,4.762,4.762,0,2.381,4.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.713,4.763,4.763,0,9.523,4.763,4.763,0,0,2.38,2.38,0,0,26.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.586,62.067,3.449,0,0,0,3.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.449,0,0,0,0,0,0
29.629,25.925,0,0,11.111,0,7.407,0,3.704,0,0,0,3.704,3.704,0,0,0,0,3.704,0,0,0,0,0,3.704,0,3.704,0,0,0,0
35.294,17.647,0,2.942,17.647,2.942,0,2.942,8.822,8.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.352,5.883,0,2.941,5.883,17.647,11.764,5.883,5.883,5.883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.941,0,0,0,0,0,0
37.037,37.037,0,0,3.704,0,7.407,0,0,0,0,0,7.407,0,0,0,0,0,0,7.407,0,0,0,0,0,0,0,0,0,0,0
15.384,15.384,3.847,0,11.539,0,0,0,7.692,0,7.692,0,3.847,0,0,0,0,0,0,0,0,0,0,0,3.847,0,3.847,0,0,0,0
48.717,2.564,0,10.256,7.692,0,0,2.564,2.564,0,2.564,0,2.564,0,0,0,7.692,5.129,2.564,0,0,0,0,0,0,0,0,0,0,0,5.129
24.49,12.245,0,4.082,4.082,0,0,2.041,0,0,14.286,0,2.041,10.204,0,0,8.163,0,0,0,0,0,0,0,2.041,0,0,0,0,0,4.082
40.001,33.334,0,0,0,0,6.667,0,0,0,0,0,0,0,0,0,0,3.333,0,0,0,0,0,0,0,0,0,0,0,0,0
41.176,2.941,5.882,0,2.941,0,5.882,8.824,0,0,5.882,0,0,0,0,0,0,0,0,0,0,8.824,0,0,0,0,0,0,0,0,5.882
27.272,3.031,6.061,0,3.031,9.09,12.121,6.061,3.031,6.061,6.061,0,3.031,3.031,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.499,10,2.501,7.499,5,2.501,2.501,7.499,0,0,7.499,0,2.501,2.501,0,0,15,0,0,0,0,5,0,0,0,0,0,0,0,0,0
27.273,54.545,9.091,0,3.03,0,3.03,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.143,28.571,7.143,0,7.143,0,0,3.571,7.143,0,0,0,0,0,0,0,0,0,3.571,0,0,0,0,0,0,0,0,0,3.571,0,0
52.779,13.889,2.778,2.778,0,11.112,5.555,0,5.555,0,0,2.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.818,22.727,6.818,6.818,13.637,13.637,2.273,0,0,2.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,32,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0
25,18.751,0,0,28.125,0,3.125,3.125,0,0,0,0,0,0,0,0,3.125,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0
33.333,4.762,0,0,4.762,4.762,2.381,0,2.381,0,0,0,0,33.333,0,0,2.381,0,0,0,0,0,0,0,9.524,0,0,0,0,0,0
43.59,7.692,0,2.564,2.564,2.564,0,0,0,12.82,0,0,2.564,17.949,0,0,7.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48.147,14.815,0,0,0,0,7.407,0,3.704,0,0,3.704,3.704,0,0,11.111,3.704,0,0,0,0,0,0,0,3.704,0,0,0,0,0,0
42.307,15.384,0,0,3.846,0,0,7.693,3.846,0,3.846,0,3.846,0,0,0,3.846,0,0,0,0,0,0,0,7.693,0,0,0,3.846,0,0
42.858,14.286,0,2.381,0,11.905,0,2.381,9.524,7.143,0,0,0,0,0,0,9.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.205,7.692,2.564,0,12.82,0,0,0,2.564,20.513,7.692,0,0,0,0,0,15.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.613,16.129,9.677,0,0,0,0,3.226,0,0,3.226,0,0,0,0,9.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.815,18.519,3.703,0,14.815,3.703,0,0,11.111,0,0,0,0,3.703,0,0,0,0,7.408,0,0,0,0,0,0,0,11.111,0,0,0,0
52.382,9.524,0,0,0,11.904,0,2.381,2.381,0,4.762,2.381,0,0,0,0,4.762,0,0,0,0,0,4.762,0,2.381,0,0,0,0,2.381,0
42.857,19.048,9.524,0,7.143,4.762,4.762,0,2.381,4.762,4.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.5,58.331,8.333,0,0,0,4.167,4.167,0,0,0,0,0,0,0,4.167,0,0,0,0,0,0,0,0,0,0,0,4.167,0,0,4.167
16.666,13.333,0,20,0,3.333,0,3.333,3.333,0,0,0,0,0,0,0,0,0,0,0,6.667,0,0,0,3.333,0,6.667,0,0,6.667,0
29.41,5.883,0,20.588,2.942,5.883,0,2.942,14.705,0,0,8.822,2.942,0,0,0,0,0,0,0,5.883,0,0,0,0,0,0,0,0,0,0
18.182,2.273,2.273,43.182,11.364,6.818,0,0,0,0,2.273,0,0,0,0,0,0,0,0,0,11.364,0,0,0,2.273,0,0,0,0,0,0
20,48.571,5.714,0,2.857,2.857,0,0,0,2.857,0,2.857,0,0,0,0,0,0,0,5.714,0,0,0,0,0,8.571,0,0,0,0,0
23.076,7.692,3.847,15.385,3.847,0,0,0,3.847,0,0,0,0,0,0,0,0,7.692,0,0,3.847,0,11.538,0,0,0,7.692,0,0,0,3.847
27.5,2.5,12.5,27.5,2.5,0,0,0,12.5,0,2.5,2.5,0,2.5,2.5,0,0,2.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0
7.895,0,2.631,13.159,0,5.264,0,0,0,15.79,2.631,0,2.631,2.631,0,0,0,0,0,0,5.264,0,7.895,0,0,0,0,0,0,0,0
27.028,32.434,2.702,2.702,0,0,0,0,5.405,2.702,0,0,0,0,0,2.702,0,0,0,5.405,0,0,2.702,0,0,16.217,0,0,0,0,0
6.666,10,6.666,13.333,6.666,0,3.334,6.666,3.334,10,0,0,0,0,0,0,0,0,0,0,13.333,0,13.333,0,0,0,3.334,0,3.334,0,0
31.818,11.364,6.818,0,2.273,4.546,0,0,4.546,20.454,0,2.273,0,4.546,0,0,0,4.546,0,0,0,0,0,0,0,6.818,0,0,0,0,0
8.333,4.167,0,2.083,0,6.249,0,0,2.083,16.667,2.083,0,0,0,0,0,0,0,0,0,4.167,0,0,0,0,39.583,0,0,0,0,0
30,43.333,16.667,0,0,0,0,0,3.333,3.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.242,0,13.792,3.448,6.897,3.448,0,6.897,6.897,0,0,0,0,3.448,0,0,0,0,0,0,6.897,0,0,0,0,0,17.242,0,3.448,0,0
27.084,4.167,2.084,6.25,0,0,0,6.25,4.167,0,0,0,0,0,29.166,0,0,0,0,0,0,0,4.167,0,0,6.25,0,0,0,0,0
12.82,2.564,2.564,23.077,2.564,7.692,0,0,0,5.128,0,0,0,0,2.564,0,0,0,0,0,12.82,0,7.692,0,0,17.949,0,0,0,0,0
14.815,59.259,3.704,0,0,0,0,0,0,0,0,0,7.407,0,0,11.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.539,11.539,23.076,11.539,0,3.846,3.846,7.691,3.846,0,0,0,3.846,0,0,0,0,3.846,0,0,3.846,0,0,0,0,0,11.539,0,0,0,0
23.076,12.82,12.82,10.256,0,0,2.564,2.564,20.513,0,0,0,7.692,0,0,0,0,2.564,0,0,2.564,0,0,0,0,0,0,0,0,0,0
15.556,4.445,0,28.888,4.445,17.778,0,6.666,0,15.556,2.222,0,0,0,0,0,0,0,0,0,4.445,0,0,0,0,0,0,0,0,0,0
40,50,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.242,10.345,6.896,6.896,0,3.448,3.448,0,0,0,0,0,10.345,0,0,0,0,0,17.242,0,3.448,3.448,3.448,0,0,0,3.448,0,10.345,0,0
22.499,12.5,2.5,10,0,5,0,2.5,5,2.5,0,12.5,0,0,0,0,2.5,0,0,0,0,0,0,0,2.5,15,0,0,0,0,2.5
7.316,4.878,0,46.341,7.316,0,0,2.439,0,12.195,2.439,4.878,0,4.878,0,0,0,0,2.439,0,0,0,0,0,0,0,0,0,0,0,0
29.63,40.739,3.704,0,3.704,0,3.704,3.704,3.704,0,0,0,3.704,0,0,0,0,0,0,0,0,0,0,0,0,7.407,0,0,0,0,0
7.692,11.538,7.692,19.23,0,0,0,3.847,0,0,0,0,0,0,0,0,0,3.847,11.538,3.847,0,3.847,11.538,0,0,0,7.692,0,0,0,0
27.5,12.5,0,2.5,0,5,0,0,5,2.5,0,7.499,0,0,2.5,0,0,7.499,2.5,2.5,0,0,0,0,0,17.5,0,0,0,0,0
12.195,2.439,0,4.878,0,2.439,0,7.317,0,31.707,0,0,0,0,0,0,2.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,26.667,16.667,0,0,0,0,3.333,3.333,0,0,3.333,0,0,0,0,0,0,6.666,0,0,0,0,0,0,0,0,0,0,0,0
20.689,13.793,10.345,10.345,6.896,13.793,0,0,17.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.412,5.882,2.941,8.824,0,14.706,2.941,2.941,2.941,0,0,2.941,5.882,0,2.941,0,0,2.941,0,0,0,0,2.941,0,0,0,0,0,0,0,0
22.449,8.163,2.041,12.245,2.041,4.082,0,2.041,2.041,0,0,0,0,0,0,0,0,0,8.163,0,0,0,0,2.041,0,0,0,0,0,0,0
21.875,37.5,21.875,0,3.125,0,0,0,0,0,0,0,0,0,0,3.125,0,0,9.375,0,0,0,0,0,3.125,0,0,0,0,0,0
14.286,8.571,20,5.714,2.857,2.857,8.571,2.857,0,0,0,2.857,0,0,0,0,0,0,5.714,2.857,0,0,0,0,0,0,5.714,0,17.143,0,0
36.666,20,3.334,6.666,3.334,3.334,0,0,3.334,3.334,3.334,0,0,0,0,0,0,0,0,0,0,0,16.666,0,0,0,0,0,0,0,0
10.256,0,7.692,17.949,7.692,7.692,0,7.692,0,15.385,5.129,2.564,2.564,0,0,0,2.564,0,0,0,7.692,0,0,0,2.564,0,0,0,0,0,2.564
19.999,34.999,0,0,0,5.001,0,0,0,0,0,0,0,0,15,0,0,0,0,5.001,0,0,0,0,0,15,0,0,0,0,0
16.665,10,0,6.666,6.666,3.334,0,3.334,0,0,3.334,0,0,3.334,0,0,10,0,10,0,6.666,10,0,0,0,0,3.334,0,0,0,0
21.212,15.152,12.121,0,0,9.091,6.061,3.03,9.091,3.03,0,0,3.03,0,0,0,0,3.03,0,0,0,0,0,3.03,9.091,0,0,0,0,0,3.03
12.766,0,2.128,29.787,0,2.128,0,4.255,0,2.128,8.511,0,0,0,8.511,0,0,0,0,0,8.511,0,0,0,2.128,4.255,4.255,0,0,0,0
19.231,26.922,11.538,0,3.846,0,0,0,3.846,0,0,0,0,0,0,0,0,3.846,3.846,0,0,0,3.846,0,0,23.077,0,0,0,0,0
3.448,13.794,0,17.242,3.448,0,0,0,0,0,10.345,0,0,3.448,0,0,3.448,0,0,0,3.448,0,0,0,0,3.448,20.689,0,10.345,0,0
20.588,2.941,2.941,5.883,0,8.824,0,0,5.883,2.941,0,2.941,0,0,0,0,0,0,0,2.941,0,0,14.707,0,0,29.412,0,0,0,0,0
11.628,2.325,2.325,37.209,0,2.325,2.325,0,0,11.628,6.977,0,0,4.652,0,0,0,0,0,0,4.652,0,0,0,0,2.325,4.652,0,0,0,0
22.222,37.037,18.519,3.704,0,0,0,7.407,0,0,0,3.704,0,0,0,0,0,0,0,3.704,0,0,0,0,0,3.704,0,0,0,0,0
10.811,5.405,2.703,10.811,0,5.405,2.703,2.703,0,2.703,2.703,0,0,0,0,0,0,0,2.703,0,5.405,0,5.405,0,0,2.703,8.108,0,8.108,0,0
19.443,0,0,2.778,0,2.778,2.778,5.556,0,0,2.778,2.778,2.778,2.778,0,0,2.778,0,0,2.778,0,0,5.556,0,0,19.443,0,0,0,0,0
15.909,4.546,2.272,20.455,2.272,2.272,6.818,4.546,0,0,15.909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.546,6.818,0,6.818,0,0
52.778,19.444,2.778,2.778,5.556,5.556,0,0,2.778,5.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778,0
